State,District,Block,Gram Panchayat,Village,SHG Code,SHG Name,SHG NIC Code,SHG Category,Date of Formation,Active Members,Primary Parent CBO (VO),Secondary Parent CBO (CLF),Promoted By,Promoters Name,Co-option Status,Co-option/Revival Date,SHG Type,Special SHG Type,Meeting Frequency,Savings Frequency,Savings Amount,Tenure of Office Bearers (Months),Primary Livelihoods,Secondary Livelihoods,Tertiary Livelihoods,Status (Active/Inactive),1st Account Number,1st Account Type,1st IFSC,1st Branch Name,1st Bank Name,1st Account Opening Date,is_synthetic
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO2TITKURI,4000944747,TITKURI KANAKLATA SHG,220069,GEN,01-12-2006,12,HIMALAYA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,23-07-2018,Woman(Regular),-,Weekly,Weekly,25,12,-,-,-,Active,50210000951654.0,Savings,NESF0000003,BAIHATA CHARIALI,NORTH EAST SMALL FINANCE BANK LIMITED,18-08-2021,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944486,3 NO HACHANG BAGANPARA SHG,220546,GEN,28-09-2000,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,27-10-2018,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010003519.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,17-11-2000,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944267,AKASHI ATMA SAHAYAK GOT,219872,OBC,08-11-2010,11,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,24-10-2018,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010010081.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,12-11-2010,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944924,ANKUR SHG,187607,ST,07-10-2006,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Co-opted,17-06-2011,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,50100686527206.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,27-03-2024,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944417,APARUPA SHG,220548,GEN,01-06-2016,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,27-10-2018,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010058007.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,02-07-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4003571987,CHETANA SHG,356112,GEN,12-05-2023,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,New,,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,15391000013665.0,Savings (Default),PSIB0021539,KARARA,PUNJAB AND SIND BANK,19-05-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944205,GANA MUKTI SARANIA SHG,187605,ST,10-02-2013,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,26-06-2018,Woman(Regular),-,Weekly,Weekly,30,12,-,-,-,Active,7278010034414.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,05-08-2013,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944953,HACHANG NO 3 NABAJYOTI SHG,219871,GEN,01-09-2006,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,24-10-2018,Woman(Regular),-,Weekly,Weekly,25,12,-,-,-,Active,7278010005600.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,27-01-2007,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944159,KALAYNI SHG,168452,OBC,01-11-2007,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,14-02-2016,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,7278010006158.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,18-01-2008,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944455,M/S SRIMAYEE SARANIA SHG,187609,ST,15-11-2012,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,11-09-2018,Woman(Regular),-,Weekly,Weekly,20,36,shg_agriculture,-,-,Active,50100480070692.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,02-02-2022,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944673,MAJULI SHG,345364,GEN,03-09-2015,14,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,16-12-2022,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010005499.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,14-01-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944969,NABAJYOTI MAHILA ATMA SAHAYAK GOT,328097,ST,07-05-2006,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,07-05-2006,Woman(Regular),-,Weekly,Monthly,20,12,-,-,-,Active,7278010004409.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,20-07-2006,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944995,NABARUPA ATMA SAHAYAK GOT,345352,GEN,01-05-2021,15,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,16-12-2022,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,50100627067656.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,20-05-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944383,NABOWARI MAHILA SHG,219862,ST,23-09-2007,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,24-10-2018,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010006288.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,02-11-2007,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944401,NO 3 HASSANG RUPJYOTI SHG,342244,ST,08-03-2012,14,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,29-10-2022,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,7278010004476.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,13-06-2012,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944214,RANGDHALI SHG,212612,ST,20-05-2016,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,20-09-2018,Woman(Regular),-,Weekly,Weekly,25,12,-,-,-,Active,7278010057257.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,04-06-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4003646332,RUPALI SHG,359855,GEN,09-01-2023,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,New,,Woman(Regular),-,Weekly,Weekly,20,12,-,-,-,Active,15391000013579.0,Savings (Default),PSIB0021539,KARARA,PUNJAB AND SIND BANK,11-05-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4000944562,RUPJYOTI SHG,168893,OBC,29-05-2017,12,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,23-05-2018,Woman(Regular),-,Weekly,Weekly,20,24,-,-,-,Active,7278010065168.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,15-07-2017,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4004278204,SAMIRAN ATMA SAHAYAK GOT,359885,ST,02-12-2019,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,New,,Woman(Regular),-,Weekly,Weekly,30,12,-,-,-,Active,15391000013974.0,Savings (Default),PSIB0021539,KARARA,PUNJAB AND SIND BANK,14-10-2021,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3NIZHASANG,4003573013,SONALI SHG,356089,GEN,18-05-2023,13,AKASH VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,New,,Woman(Regular),-,Weekly,Monthly,20,12,-,-,-,Active,15391000013672.0,Savings (Default),PSIB0021539,KARARA,PUNJAB AND SIND BANK,08-07-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944558,3 NO TITKURI BILAPAR SHG,221156,ST,18-09-2002,13,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,29-10-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,50100726877031.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,03-07-2024,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944527,BELSHRI SHG,162668,ST,08-01-2017,12,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,24-05-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,50100598611631.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,02-03-2022,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944589,BIBARI SHG,162675,ST,05-01-2017,12,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,26-05-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,50100520993915.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,02-03-2022,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944233,DENGKHWSRI SHG,234311,ST,18-02-2018,12,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,01-09-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,7278010068271.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,16-05-2018,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944845,LAKHIMI SHG,187551,OTH,23-07-2017,12,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Co-opted,10-09-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,7278010066334.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,21-10-2017,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944706,MILAN JOYOTI SHG,168926,OTH,02-10-2000,13,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Co-opted,17-06-2011,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,7278010003611.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,06-09-2006,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944694,SONALI SHG,173563,ST,19-01-2017,14,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,19-05-2018,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,7278010062596.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,18-03-2017,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944185,SURAJMUKHI SHG,246434,OBC,27-06-2006,13,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,SGSY,,Revived,09-10-2016,Woman(Regular),-,Weekly,Weekly,25,36,-,-,-,Active,7278010004482.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,20-07-2006,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,HARDUTTA,NO3TITKURI,4000944976,TRIBINI SHG,323658,ST,05-02-2019,12,SAMUDRA VO,ASHIRBAD MANDAL PARJAI SANGATHAN,NRLM,,Revived,28-01-2022,Woman(Regular),-,Weekly,Weekly,80,36,-,-,-,Active,7278010070337.0,Savings (Default),PUNB0RRBAGB,BIHDIA ,ASSAM GRAMIN VIKASH BANK,20-05-2019,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947476,ASHA SHG,219870,OBC,31-05-2016,13,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,24-10-2018,Woman(Regular),-,Weekly,Monthly,100,12,-,-,-,Active,7289010100540.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,16-06-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947235,GARAKA GOPALTHAN MAHILA SHG,238145,SC,02-01-2010,12,SWABALAMBI VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,22-01-2019,Woman(Regular),-,Weekly,Weekly,25,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010012479.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,12-03-2010,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947675,GARKA SANGHAMITRA SHG,336604,OBC,12-02-2014,11,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,New,,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010003907.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,17-07-2014,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947392,GEETANJALI SHG,171041,SC,01-02-2010,12,SWABALAMBI VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,Other,sanatan kakati,Revived,18-12-2023,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010012591.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,05-05-2010,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947986,JON SHG,237975,OBC,23-01-2016,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,21-01-2019,Woman(Regular),-,Weekly,Weekly,50,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010100441.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,08-06-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000948276,KANAKLOTA MAHILA SHG,237970,OBC,01-09-2005,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,14-01-2011,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010004086.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,16-09-2005,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947226,MEGH MAYURI SHG,171043,OBC,13-02-2012,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,02-05-2018,Woman(Regular),-,Weekly,Monthly,25,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010029865.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,11-05-2012,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000948269,MILIJULI SHG,174500,OBC,25-09-2011,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,21-04-2018,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010020262.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,22-12-2011,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947578,NABA PRABHAT SHG,238139,OBC,05-02-2012,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,22-01-2019,Woman(Regular),-,Weekly,Weekly,25,12,shg_livestock,shg_fishery,shg_livestock,Active,7289010029856.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,11-05-2012,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947773,NABARUPA ASG,237977,OBC,29-09-2011,13,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,21-01-2019,Woman(Regular),-,Weekly,Weekly,20,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010023083.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,27-02-2012,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000948314,PASCHIM GARKA MAHILA SHG,238141,OBC,24-10-2004,13,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,24-10-2004,Woman(Regular),-,Weekly,Weekly,20,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010003874.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,10-02-2005,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947647,RAMKRISHNA SHG,171045,OBC,15-09-2011,11,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,02-05-2018,Woman(Regular),-,Weekly,Weekly,80,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010020703.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,28-12-2011,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,GORKA,4000947566,SARATHI SHG,237976,OBC,18-09-2010,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,18-10-2023,Woman(Regular),-,Weekly,Weekly,50,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010006445.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,25-07-2021,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947261,GARAKA SIMI SHG,238143,OBC,10-08-2016,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,10-08-2016,Woman(Regular),-,Weekly,Weekly,25,12,shg_agriculture,shg_services,shg_livestock,Active,7289010102629.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,25-08-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000948063,JAIKUCHI NABARUPA MAHILA SHG,233954,OBC,05-10-2006,13,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,20-08-2024,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,50100556916432.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,08-03-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947316,JAYKUCHI MILIJULI  SHG,212404,OBC,21-12-2015,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,19-09-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,7289010096098.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,18-01-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947550,JEUTY SHG,352895,OBC,15-07-2021,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,13-03-2023,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,7289010139069.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,19-01-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947597,JOIKUCHI JEUTI SHG,232792,OBC,10-06-2016,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,17-12-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_agriculture,-,-,Active,7289010102513.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,20-08-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947827,KANAKLATA SHG,233961,OBC,02-06-2016,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,24-12-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,7289010100380.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,04-06-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947424,LAKHSMI ATMA SAHAYAK GOT,233544,OBC,05-02-2005,11,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,21-12-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,7289010003905.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,01-03-2005,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000948102,M/S PUB JAYKUCHI MILIJULI SHG,174501,OBC,20-12-2004,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,20-12-2017,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010003838.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,17-01-2005,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947257,MAA MANASHA GARKHA MAHILA SHG,237968,OBC,25-04-2016,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,21-01-2019,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010100274.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,31-05-2016,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000948295,MOROMI SHG,233655,OBC,01-01-2016,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,23-12-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,50100483425176.0,Savings,HDFC0002907,RANGIA,HDFC BANK LTD,01-12-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000948211,NAVAPRABHATI SHG,157056,OBC,05-10-2014,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,04-05-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,7289010074847.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,15-11-2014,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947972,NIYAR SHG,172089,OBC,28-10-2015,12,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,04-07-2018,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,50210000191833.0,Savings,NESF0000003,BAIHATA CHARIALI,NORTH EAST SMALL FINANCE BANK LIMITED,30-01-2021,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947741,PAHI SHG,179834,OBC,02-03-2016,12,SOMNATH VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,NRLM,,Revived,11-09-2018,Woman(Regular),-,Weekly,Monthly,100,24,shg_manufacturing,-,-,Active,50210000191663.0,Savings,NESF0000003,BAIHATA CHARIALI,NORTH EAST SMALL FINANCE BANK LIMITED,30-01-2021,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947288,PUB JAIKUCHI RUPALI MAHILA SHG,237974,OBC,09-08-2005,13,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,12-09-2005,Woman(Regular),-,Weekly,Weekly,50,13,shg_agriculture,shg_fishery,shg_livestock,Active,7289010004074.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,12-09-2005,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947495,PUB JAYKUCHI MAHILA SHG,173600,OTH,26-12-2004,11,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,23-11-2023,Woman(Regular),-,Weekly,Weekly,100,12,shg_agriculture,shg_fishery,shg_livestock,Active,50210000191873.0,Savings,NESF0000003,BAIHATA CHARIALI,NORTH EAST SMALL FINANCE BANK LIMITED,30-01-2023,False
ASSAM,KAMRUP,BIHDIA JAJIKONA,JATIA BANGARA,JAIKUCHI,4000947359,PUB JAYKUCHI MILIJULI VIKASH MAHILA/JOIN'T HOLDER,233953,OTH,23-09-2016,11,SANCHOY VO,MAA KAMAKHYA MANDAL PRAJYA SANGATHAN,SGSY,,Revived,24-12-2018,Woman(Regular),-,Weekly,Weekly,50,12,shg_agriculture,shg_fishery,shg_livestock,Active,7289010103565.0,Savings (Default),PUNB0RRBAGB,MUKTAPUR ,ASSAM GRAMIN VIKASH BANK,29-09-2016,False
